Vote,Sector,Financial Year,"Approved Budget (UGX, Millions)",Released Budget (UGX),Actual Expenditure (UGX),Approved Budget (% of GDP),Actual Expenditure (% of GDP),Performance (%),Deviation (UGX),Execution Status,Nominal GDP (UGX Trillions),Subprogram,Source File
13,Education,19/20,18.82,,,1.4388379204892966e-05,,,,,130.8,"02 Basic Education
1296 Uganda Teacher and School Effectiveness Project
1339 Emergency Construction of Primary Schools Phase II",ABPR%20FY%202019-20.pdf
13,Education,19/20,18.82,,,1.4388379204892966e-05,,,,,130.8,"02 Basic Education
1296 Uganda Teacher and School Effectiveness Project
1339 Emergency Construction of Primary Schools Phase II",ABPR%20FY%202019-20.pdf
13,Education,19/20,18.82,,,1.4388379204892966e-05,,,,,130.8,"02 Basic Education
1296 Uganda Teacher and School Effectiveness Project
1339 Emergency Construction of Primary Schools Phase II",ABPR%20FY%202019-20.pdf
13,Education,19/20,11.57,15.9,11.2,8.845565749235473e-06,8.562691131498469e-06,96.80207433,0.37,Fully Spent,130.8,Programme 0702 Secondary Education,ABPR%20FY%202019-20.pdf
13,Education,19/20,11.57,15.9,11.2,8.845565749235473e-06,8.562691131498469e-06,96.80207433,0.37,Fully Spent,130.8,Programme 0702 Secondary Education,ABPR%20FY%202019-20.pdf
13,Education,19/20,11.57,15.9,11.2,8.845565749235473e-06,8.562691131498469e-06,96.80207433,0.37,Fully Spent,130.8,Programme 0702 Secondary Education,ABPR%20FY%202019-20.pdf
13,Education,19/20,11.57,15.9,11.2,8.845565749235473e-06,8.562691131498469e-06,96.80207433,0.37,Fully Spent,130.8,Programme 0702 Secondary Education,ABPR%20FY%202019-20.pdf
13,Education,19/20,4.38,,,3.348623853211009e-06,,,,,130.8,"03 Secondary Education
14 Private Schools Department
1540 Development of Secondary Education Phase II",ABPR%20FY%202019-20.pdf
13,Education,19/20,4.38,,,3.348623853211009e-06,,,,,130.8,"03 Secondary Education
14 Private Schools Department
1540 Development of Secondary Education Phase II",ABPR%20FY%202019-20.pdf
13,Education,19/20,4.38,,,3.348623853211009e-06,,,,,130.8,"03 Secondary Education
14 Private Schools Department
1540 Development of Secondary Education Phase II",ABPR%20FY%202019-20.pdf
13,Education,19/20,62.71,157.07,122.03,4.79434250764526e-05,9.329510703363913e-05,194.5941636,-59.32,Fully Spent,130.8,Programme 0704 Higher Education,ABPR%20FY%202019-20.pdf
13,Education,19/20,62.71,157.07,122.03,4.79434250764526e-05,9.329510703363913e-05,194.5941636,-59.32,Fully Spent,130.8,Programme 0704 Higher Education,ABPR%20FY%202019-20.pdf
13,Education,19/20,53.42,29.87,25.52,4.084097859327217e-05,1.951070336391437e-05,47.7723699,27.9,Underutilized,130.8,07 Higher Education,ABPR%20FY%202019-20.pdf
13,Education,19/20,5.0,,,3.82262996941896e-06,,,,,130.8,"1241 Development of Uganda Petroleum Institute Kigumba
1273 Support to Higher Education, Science & Technology
1491 African Centers of Excellence II",ABPR%20FY%202019-20.pdf
13,Education,19/20,15.97,,,1.2209480122324157e-05,,,,,130.8,"0942 Development of BTVET
1310 Albertine Region Sustainable Development Project
1338 Skills Development Project
1368 John Kale Institute of Science and Technology
(JKIST)
1378 Support to the Implementation of Skilling Uganda
Strategy (BTC)
1412 The Technical Vocational Education and Training
(TVET-LEAD)
1432 OFID Funded Vocational Project Phase II",ABPR%20FY%202019-20.pdf
13,Education,19/20,12.16,,,9.296636085626912e-06,,,,,130.8,"04 Teacher Education
09 Education Standards Agency
1340 Development of PTCs Phase II
1457 Improvement of Muni and Kaliro National Teachers
Colleges
1458 Improvement of Secondary Teachers Education-
Kabale and Mubende NTCs",ABPR%20FY%202019-20.pdf
13,Education,19/20,12.16,,,9.296636085626912e-06,,,,,130.8,"04 Teacher Education
09 Education Standards Agency
1340 Development of PTCs Phase II
1457 Improvement of Muni and Kaliro National Teachers
Colleges
1458 Improvement of Secondary Teachers Education-
Kabale and Mubende NTCs",ABPR%20FY%202019-20.pdf
13,Education,19/20,33.2,12.21,14.07,2.5382262996941897e-05,1.0756880733944952e-05,42.37951807,19.13,Underutilized,130.8,Programme 0707 Physical Education and Sports,ABPR%20FY%202019-20.pdf
13,Education,19/20,33.2,12.21,14.07,2.5382262996941897e-05,1.0756880733944952e-05,42.37951807,19.13,Underutilized,130.8,Programme 0707 Physical Education and Sports,ABPR%20FY%202019-20.pdf
13,Education,19/20,2.63,3.55,2.25,2.010703363914373e-06,1.7201834862385318e-06,85.5513308,0.38,Satisfactorily Spent,130.8,Programme 0710 Special Needs Education,ABPR%20FY%202019-20.pdf
13,Education,19/20,2.63,3.55,2.25,2.010703363914373e-06,1.7201834862385318e-06,85.5513308,0.38,Satisfactorily Spent,130.8,Programme 0710 Special Needs Education,ABPR%20FY%202019-20.pdf
13,Education,19/20,0.93,1.49,1.25,7.110091743119266e-07,9.5565749235474e-07,134.4086022,-0.32,Fully Spent,130.8,06 Special Needs Education and Career Guidance,ABPR%20FY%202019-20.pdf
13,Education,19/20,1.7,2.06,1.0,1.2996941896024463e-06,7.64525993883792e-07,58.82352941,0.7,Underutilized,130.8,"1308 Development and Improvement of Special Needs
Education (SNE)",ABPR%20FY%202019-20.pdf
10,Agriculture,19/20,116.07,,,8.873853211009172e-05,,,,,130.8,"Class: Outputs Provided
211101 General Staff Salaries
211102 Contract Staff Salaries
211103 Allowances (Inc. Casuals, Temporary)
212101 Social Security Contributions
212102 Pension for General Civil Service
212201 Social Security Contributions
213001 Medical expenses (To employees)
213004 Gratuity Expenses
221001 Advertising and Public Relations
221002 Workshops and Seminars
221003 Staff Training
221006 Commissions and related charges
221007 Books, Periodicals & Newspapers
221008 Computer supplies and Information Technology (IT)
221009 Welfare and Entertainment
221011 Printing, Stationery, Photocopying and Binding
221012 Small Office Equipment
221016 IFMS Recurrent costs
221017 Subscriptions
221020 IPPS Recurrent Costs
222001 Telecommunications
222002 Postage and Courier
222003 Information and communications technology (ICT)
223002 Rates
223003 Rent – (Produced Assets) to private entities
223004 Guard and Security services
223005 Electricity
223006 Water
223901 Rent – (Produced Assets) to other govt. units
224004 Cleaning and Sanitation
224006 Agricultural Supplies
225001 Consultancy Services- Short term
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils",ABPR%20FY%202019-20.pdf
13,Education,19/20,48.04,,,3.6727828746177365e-05,,,,,130.8,"Programme: 0701 Pre-Primary and Primary Education 48.04 48.93 42.08 101.9% 87.6% 86.0%
Development Projects.
1296 Uganda Teacher and School Effectiveness Project 48.04 48.93 42.08 101.9% 87.6% 86.0%",ABPR%20FY%202019-20.pdf
13,Education,19/20,48.04,,,3.6727828746177365e-05,,,,,130.8,"Programme: 0701 Pre-Primary and Primary Education 48.04 48.93 42.08 101.9% 87.6% 86.0%
Development Projects.
1296 Uganda Teacher and School Effectiveness Project 48.04 48.93 42.08 101.9% 87.6% 86.0%",ABPR%20FY%202019-20.pdf
13,Education,19/20,18.7,,,1.429663608562691e-05,,,,,130.8,"Programme: 0704 Higher Education 18.70 40.84 29.03 218.4% 155.3% 71.1%
Development Projects.
1273 Support to Higher Education, Science & Technology 0.00 33.53 12.92 3,352.9% 1,292.0% 38.5%
1491 African Centers of Excellence II 18.70 7.31 16.11 39.1% 86.2% 220.5%",ABPR%20FY%202019-20.pdf
13,Education,19/20,16.3,,,1.2461773700305808e-05,,,,,130.8,"Programme: 0706 Quality and Standards 16.30 41.41 37.65 254.1% 231.0% 90.9%
Development Projects.
1458 Improvement of Secondary Teachers Education- 16.30 41.41 37.65 254.1% 231.0% 90.9%
Kabale and Mubende NTCs",ABPR%20FY%202019-20.pdf
13,Education,19/20,16.3,,,1.2461773700305808e-05,,,,,130.8,"Programme: 0706 Quality and Standards 16.30 41.41 37.65 254.1% 231.0% 90.9%
Development Projects.
1458 Improvement of Secondary Teachers Education- 16.30 41.41 37.65 254.1% 231.0% 90.9%
Kabale and Mubende NTCs",ABPR%20FY%202019-20.pdf
13,Education,19/20,14.92,,,1.1406727828746176e-05,,,,,130.8,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",ABPR%20FY%202019-20.pdf
13,Education,19/20,14.92,,,1.1406727828746176e-05,,,,,130.8,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",ABPR%20FY%202019-20.pdf
13,Education,19/20,22.05,,,1.6857798165137616e-05,,,,,130.8,"Programme 0714 Delivery of Tertiary Education
Programme",ABPR%20FY%202019-20.pdf
13,Education,19/20,22.05,,,1.6857798165137616e-05,,,,,130.8,"Programme 0714 Delivery of Tertiary Education
Programme",ABPR%20FY%202019-20.pdf
13,Education,19/20,3.4,,,2.5993883792048925e-06,,,,,130.8,"05 Faculty of Agriculture & Animal Sciences
06 Faculty of Science & Education
07 Faculty of Natural resources & Enviromental Sciences
08 Faculty of Health Sciences
09 Faculty of Engineering
10 Faculty of Management Sciences",ABPR%20FY%202019-20.pdf
14,Health,19/20,3.4,,,2.5993883792048925e-06,,,,,130.8,"05 Faculty of Agriculture & Animal Sciences
06 Faculty of Science & Education
07 Faculty of Natural resources & Enviromental Sciences
08 Faculty of Health Sciences
09 Faculty of Engineering
10 Faculty of Management Sciences",ABPR%20FY%202019-20.pdf
10,Agriculture,19/20,3.4,,,2.5993883792048925e-06,,,,,130.8,"05 Faculty of Agriculture & Animal Sciences
06 Faculty of Science & Education
07 Faculty of Natural resources & Enviromental Sciences
08 Faculty of Health Sciences
09 Faculty of Engineering
10 Faculty of Management Sciences",ABPR%20FY%202019-20.pdf
10,Agriculture,19/20,3.4,,,2.5993883792048925e-06,,,,,130.8,"05 Faculty of Agriculture & Animal Sciences
06 Faculty of Science & Education
07 Faculty of Natural resources & Enviromental Sciences
08 Faculty of Health Sciences
09 Faculty of Engineering
10 Faculty of Management Sciences",ABPR%20FY%202019-20.pdf
13,Education,19/20,44.97,36.5,38.15,3.438073394495412e-05,2.9166666666666663e-05,84.834334,6.82,Satisfactorily Spent,130.8,0708 Education and Social Services,ABPR%20FY%202019-20.pdf
13,Education,19/20,44.97,36.5,38.15,3.438073394495412e-05,2.9166666666666663e-05,84.834334,6.82,Satisfactorily Spent,130.8,Programme 0708 Education and Social Services,ABPR%20FY%202019-20.pdf
13,Education,19/20,44.97,36.5,38.15,3.438073394495412e-05,2.9166666666666663e-05,84.834334,6.82,Satisfactorily Spent,130.8,Programme 0708 Education and Social Services,ABPR%20FY%202019-20.pdf
13,Education,19/20,42.3,33.83,35.48,3.23394495412844e-05,2.7125382262996937e-05,83.87706856,6.82,Satisfactorily Spent,130.8,11 Education and Social Services,ABPR%20FY%202019-20.pdf
13,Education,19/20,1.37,,,1.047400611620795e-06,,,,,130.8,"0115 LGMSD (former LGDP)
0423 Schools' Facilities Grant",ABPR%20FY%202019-20.pdf
13,Education,19/20,12.1,,,9.250764525993883e-06,,,,,130.8,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",ABPR%20FY%202019-20.pdf
13,Education,19/20,12.1,,,9.250764525993883e-06,,,,,130.8,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",ABPR%20FY%202019-20.pdf
13,Education,19/20,5.19,,,3.9678899082568805e-06,,,,,130.8,"Programme 0714 Delivery of Tertiary Education
Programme",ABPR%20FY%202019-20.pdf
13,Education,19/20,5.19,,,3.9678899082568805e-06,,,,,130.8,"Programme 0714 Delivery of Tertiary Education
Programme",ABPR%20FY%202019-20.pdf
13,Education,19/20,1.2,,,9.174311926605503e-07,,,,,130.8,"04 Faculty of Techno Science
05 Research and Innovation Department
06 Faculty of Education
07 Faculty of Health Sciences
08 Faculty of Science
09 Agriculture and Environmental Science
10 Faculty of Management Science",ABPR%20FY%202019-20.pdf
14,Health,19/20,1.2,,,9.174311926605503e-07,,,,,130.8,"04 Faculty of Techno Science
05 Research and Innovation Department
06 Faculty of Education
07 Faculty of Health Sciences
08 Faculty of Science
09 Agriculture and Environmental Science
10 Faculty of Management Science",ABPR%20FY%202019-20.pdf
10,Agriculture,19/20,1.2,,,9.174311926605503e-07,,,,,130.8,"04 Faculty of Techno Science
05 Research and Innovation Department
06 Faculty of Education
07 Faculty of Health Sciences
08 Faculty of Science
09 Agriculture and Environmental Science
10 Faculty of Management Science",ABPR%20FY%202019-20.pdf
10,Agriculture,19/20,1.2,,,9.174311926605503e-07,,,,,130.8,"04 Faculty of Techno Science
05 Research and Innovation Department
06 Faculty of Education
07 Faculty of Health Sciences
08 Faculty of Science
09 Agriculture and Environmental Science
10 Faculty of Management Science",ABPR%20FY%202019-20.pdf
10,Agriculture,19/20,12.98,,,9.92354740061162e-06,,,,,130.8,"Class: Outputs Provided
211101 General Staff Salaries
211102 Contract Staff Salaries
211103 Allowances (Inc. Casuals, Temporary)
212101 Social Security Contributions
213001 Medical expenses (To employees)
213002 Incapacity, death benefits and funeral expenses
213004 Gratuity Expenses
221001 Advertising and Public Relations
221002 Workshops and Seminars
221003 Staff Training
221004 Recruitment Expenses
221005 Hire of Venue (chairs, projector, etc)
221007 Books, Periodicals & Newspapers
221008 Computer supplies and Information Technology (IT)
221009 Welfare and Entertainment
221011 Printing, Stationery, Photocopying and Binding
221012 Small Office Equipment
221016 IFMS Recurrent costs
221017 Subscriptions
222001 Telecommunications
222002 Postage and Courier
222003 Information and communications technology (ICT)
223003 Rent – (Produced Assets) to private entities
223004 Guard and Security services
223005 Electricity
223006 Water
223007 Other Utilities- (fuel, gas, firewood, charcoal)
224001 Medical Supplies
224004 Cleaning and Sanitation
224005 Uniforms, Beddings and Protective Gear
224006 Agricultural Supplies
225001 Consultancy Services- Short term
226001 Insurances
226002 Licenses
227001 Travel inland
227002 Travel abroad",ABPR%20FY%202019-20.pdf
13,Education,19/20,9.42,6.56,6.56,7.201834862385321e-06,5.0152905198776745e-06,69.63906582,2.86,Underutilized,130.8,0752 Education Personnel Policy and Management,ABPR%20FY%202019-20.pdf
13,Education,19/20,9.42,6.56,6.56,7.201834862385321e-06,5.0152905198776745e-06,69.63906582,2.86,Underutilized,130.8,"Programme 0752 Education Personnel Policy and
Management",ABPR%20FY%202019-20.pdf
13,Education,19/20,0.19,0.65,0.65,1.452599388379205e-07,4.969418960244647e-07,342.1052632,-0.46,Fully Spent,130.8,1271 Support to Education Service Commission,ABPR%20FY%202019-20.pdf
13,Education,19/20,286.61,,,0.00021912079510703363,,,,,130.8,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",ABPR%20FY%202019-20.pdf
13,Education,19/20,286.61,,,0.00021912079510703363,,,,,130.8,"0713 Support Services Programme
0714 Delivery of Tertiary Education Programme",ABPR%20FY%202019-20.pdf
13,Education,19/20,29.5,,,2.2553516819571862e-05,,,,,130.8,"Programme 0714 Delivery of Tertiary Education
Programme",ABPR%20FY%202019-20.pdf
13,Education,19/20,29.5,,,2.2553516819571862e-05,,,,,130.8,"Programme 0714 Delivery of Tertiary Education
Programme",ABPR%20FY%202019-20.pdf
13,Education,19/20,1.82,,,1.3914373088685014e-06,,,,,130.8,"02 College of Natural Sciences
03 College of Health Sciences
04 College of Business and Management Sciences
05 College of Computing and Information Sciences
06 College of Engineering, Design Art and Technology
07 College of Humanities and Social Sciences
08 College of Agricultural and Environmental Sciences
09 College of Education and External Studies
10 College of Veterinary Medicine, Animal resources and
Biosecurity
11 School of Law
12 Jinja Campus",ABPR%20FY%202019-20.pdf
14,Health,19/20,1.82,,,1.3914373088685014e-06,,,,,130.8,"02 College of Natural Sciences
03 College of Health Sciences
04 College of Business and Management Sciences
05 College of Computing and Information Sciences
06 College of Engineering, Design Art and Technology
07 College of Humanities and Social Sciences
08 College of Agricultural and Environmental Sciences
09 College of Education and External Studies
10 College of Veterinary Medicine, Animal resources and
Biosecurity
11 School of Law
12 Jinja Campus",ABPR%20FY%202019-20.pdf
10,Agriculture,19/20,1.82,,,1.3914373088685014e-06,,,,,130.8,"02 College of Natural Sciences
03 College of Health Sciences
04 College of Business and Management Sciences
05 College of Computing and Information Sciences
06 College of Engineering, Design Art and Technology
07 College of Humanities and Social Sciences
08 College of Agricultural and Environmental Sciences
09 College of Education and External Studies
10 College of Veterinary Medicine, Animal resources and
Biosecurity
11 School of Law
12 Jinja Campus",ABPR%20FY%202019-20.pdf
